2023-03-08 10:13:04.768646 [INFO   ] [APP] application started
2023-03-08 10:13:09.976424 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:09.976434 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:09.976437 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:09.976440 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 10; bid prices: 146300; bid volumes: 9991
2023-03-08 10:13:09.976467 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:09.976613 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:09.976620 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:09.976702 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:09.976709 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:09.976810 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:09.976819 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.224889 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.224908 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:10.224914 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 12400; bid prices: 146700; bid volumes: 4000
2023-03-08 10:13:10.224959 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:10.224970 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.224972 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:10.224975 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146900; ask volumes: 10; bid prices: 146700; bid volumes: 10
2023-03-08 10:13:10.224993 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:10.225090 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:10.225096 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.225148 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:10.225152 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.225178 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:10.225185 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.225188 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.475905 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.475927 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:10.475933 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 9000; bid prices: 146700; bid volumes: 2000
2023-03-08 10:13:10.475979 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:10.475988 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.475991 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:10.475994 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 10
2023-03-08 10:13:10.476019 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:10.476155 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:10.476164 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.476252 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:10.476257 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.636331 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.636358 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:10.636365 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146800; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-08 10:13:10.677311 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.677319 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:10.677323 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9000; bid prices: 146800; bid volumes: 14000
2023-03-08 10:13:10.677378 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:10.677388 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.677391 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:10.677393 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146700; ask volumes: 10; bid prices: 146600; bid volumes: 10
2023-03-08 10:13:10.677417 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:10.677540 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:10.677547 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.677587 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:10.677591 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.677637 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:10.677643 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.677645 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.918734 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.918751 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:10.918757 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1000; bid prices: 147000; bid volumes: 5000
2023-03-08 10:13:10.918801 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:10.918812 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:10.918814 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:10.918817 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146900; ask volumes: 10; bid prices: 146700; bid volumes: 10
2023-03-08 10:13:10.918840 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:10.919028 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:10.919034 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.919175 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:10.919182 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.919227 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:10.919237 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:10.919240 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.234072 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.234092 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:11.234096 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146800; bid volumes: 3000
2023-03-08 10:13:11.234146 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:11.234155 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.234158 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:11.234161 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 84
2023-03-08 10:13:11.234183 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:11.234282 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.234289 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.234315 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.234321 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.234355 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-08 10:13:11.234359 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:11.234363 [INFO   ] [AUTO] order 34 filled for 10 lots at $147000 cents
2023-03-08 10:13:11.234379 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.234399 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.234402 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:11.234406 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-08 10:13:11.234410 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:11.234412 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.234414 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.234503 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:11.234509 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:11.234512 [INFO   ] [AUTO] hedge order 36 filled for 10 lots at $147000 average price in cents
2023-03-08 10:13:11.477709 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.477715 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:11.477719 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 3400; bid prices: 146700; bid volumes: 4000
2023-03-08 10:13:11.477751 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:11.477756 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.477758 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:11.477760 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 74
2023-03-08 10:13:11.478068 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:11.478073 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:11.478075 [INFO   ] [AUTO] order 37 filled for 10 lots at $147000 cents
2023-03-08 10:13:11.478106 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:11.478246 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.478251 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.478390 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.478393 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:11.478396 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-08 10:13:11.478501 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:11.478505 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:11.478508 [INFO   ] [AUTO] hedge order 38 filled for 10 lots at $146900 average price in cents
2023-03-08 10:13:11.491900 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.491905 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:11.491908 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 146800; bid volumes: 10
2023-03-08 10:13:11.674639 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.674655 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:11.674659 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 12400; bid prices: 146600; bid volumes: 2000
2023-03-08 10:13:11.674704 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:11.674714 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.674717 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:11.674719 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 64
2023-03-08 10:13:11.674767 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:11.674983 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.674989 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.675257 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:11.675262 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:11.675265 [INFO   ] [AUTO] order 39 filled for 10 lots at $147000 cents
2023-03-08 10:13:11.675291 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:11.675303 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.675305 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.675331 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.675336 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:11.675339 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-08 10:13:11.675346 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.675349 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.675433 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:11.675438 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:11.675440 [INFO   ] [AUTO] hedge order 41 filled for 10 lots at $146700 average price in cents
2023-03-08 10:13:11.909086 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.909113 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:11.909120 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146700; ask volumes: 1010; bid prices: 146600; bid volumes: 4000
2023-03-08 10:13:11.909173 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:11.909185 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.909188 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:11.909191 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 68
2023-03-08 10:13:11.909218 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:11.909378 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.909385 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.909443 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:11.909450 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:11.909453 [INFO   ] [AUTO] order 42 filled for 10 lots at $147000 cents
2023-03-08 10:13:11.909481 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:11.909486 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.909489 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.909509 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:11.909513 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:11.909517 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-08 10:13:11.909524 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:11.909526 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:11.909573 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:11.909581 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:11.909584 [INFO   ] [AUTO] hedge order 44 filled for 10 lots at $146700 average price in cents
2023-03-08 10:13:12.033271 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.033298 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:12.033306 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147200; ask volumes: 44; bid prices: 0; bid volumes: 0
2023-03-08 10:13:12.076761 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.076780 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:12.076784 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146700; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-08 10:13:12.151190 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.151210 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:12.151215 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 12150; bid prices: 146700; bid volumes: 3000
2023-03-08 10:13:12.151264 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:12.151273 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.151278 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:12.151281 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 9976; bid prices: 147000; bid volumes: 58
2023-03-08 10:13:12.151322 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:12.151405 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.151413 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.151498 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.151504 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.151568 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.151572 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.386696 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.386710 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:12.386714 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146900; ask volumes: 750; bid prices: 0; bid volumes: 0
2023-03-08 10:13:12.399073 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.399079 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:12.399082 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 146900; bid volumes: 10000
2023-03-08 10:13:12.399117 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:12.399126 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.399129 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:12.399131 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 58
2023-03-08 10:13:12.399157 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:12.399283 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.399292 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.399378 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.399385 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.399449 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.399455 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.399500 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.399507 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.658202 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.658233 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:12.658240 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146800; bid volumes: 16760
2023-03-08 10:13:12.658300 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:12.658311 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.658313 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:12.658316 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 55; bid prices: 147100; bid volumes: 10
2023-03-08 10:13:12.658340 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:12.658441 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.658448 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.658533 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.658540 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.658572 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:12.658580 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.658584 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.947185 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.947217 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:12.947223 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 16410; bid prices: 146800; bid volumes: 14760
2023-03-08 10:13:12.947278 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:12.947288 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:12.947291 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:12.947294 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147000; bid volumes: 68
2023-03-08 10:13:12.947320 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:12.947398 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.947406 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:12.947452 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:12.947456 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:13.200762 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.200773 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:13.200776 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 10400; bid prices: 146800; bid volumes: 3000
2023-03-08 10:13:13.200803 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:13.200812 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.200814 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:13.200817 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 55; bid prices: 147000; bid volumes: 68
2023-03-08 10:13:13.200841 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:13.200912 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:13.200919 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:13.200989 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:13.200995 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:13.412712 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.412717 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:13.412720 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146800; bid volumes: 14800
2023-03-08 10:13:13.412737 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.412740 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:13.412742 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147000; bid volumes: 68
2023-03-08 10:13:13.578299 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.578305 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:13.578308 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 39
2023-03-08 10:13:13.664389 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.664394 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:13.664398 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146800; bid volumes: 12020
2023-03-08 10:13:13.664416 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.664419 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:13.664422 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147000; bid volumes: 29
2023-03-08 10:13:13.950633 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.950639 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:13.950642 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 12400; bid prices: 146800; bid volumes: 2000
2023-03-08 10:13:13.950657 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:13.950661 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:13.950663 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147000; bid volumes: 29
2023-03-08 10:13:14.221631 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.221642 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:14.221646 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 12400; bid prices: 146700; bid volumes: 20
2023-03-08 10:13:14.221696 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:14.221706 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.221708 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:14.221711 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147000; bid volumes: 29
2023-03-08 10:13:14.221736 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:14.221880 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.221887 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.221923 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.221927 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.221948 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:14.221952 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
